"wine_name","style"
"Donkey & Goat 2016 The Gadabout White","Aromatic White Wines"
"Edoardo Miroglio 2014 Bio Made with Organic Grapes Mavrud and Rubin Red","Full-Bodied Red Wines"
"Edoardo Miroglio 2014 Sant'ilia Merlot and Mavrud Red","Full-Bodied Red Wines"
"Gnarly Head 2015 Authentic Harvest Red","Full-Bodied Red Wines"
"Oveja Negra 2015 Reserva Sauvignon Blanc-Carmenère White","Aromatic White Wines"
"Doukénie 2009 Le Vin Rouge Red","Medium-Bodied Red Wines"
"Bogle 2009 Essential Red","Medium-Bodied Red Wines"
"Vignamaggio 2012 Monna Lisa Gran Selezione","Full-Bodied Red Wines"
"Alain Brumont 2011 Les Jardins de Bouscassé","Aromatic White Wines"
"Badia a Coltibuono 2011 Cultus Boni Riserva","Full-Bodied Red Wines"
"Bennett Lane 2012 Maximus Red Feasting Wine Red","Full-Bodied Red Wines"
"Castello di Verrazzano 2012 Riserva","Full-Bodied Red Wines"
"Bigi 2009 Vipra Rossa Red","Full-Bodied Red Wines"
"Cescon Italo Storia e Vini 2007 Chieto Red","Medium-Bodied Red Wines"
"Beldui 2011 Txakolina White","Light-Bodied White Wines"
"Bodegas Franco-Españolas 2011 Diamante Semi Dulce White","Dessert & Fortified Wines"
"Shenandoah Vineyards 2010 Rhapsody in Red Red","Medium-Bodied Red Wines"
"Ricci Curbastro 2011 Red","Medium-Bodied Red Wines"
"Borra 2011 Heritage Field Blend Red","Medium-Bodied Red Wines"
"Selvapiana 2012 Villa di Petrognano Red","Medium-Bodied Red Wines"
"Ardiri 2014 Chehalem Gold White","Light-Bodied White Wines"
"Margerum 2006 M5 Red","Medium-Bodied Red Wines"
"Venge 2007 Bianco Spettro White","Aromatic White Wines"
"Epiphany 2005 Gypsy Red","Medium-Bodied Red Wines"
"Magness 2013 Red","Medium-Bodied Red Wines"
"Colle Spinello 2009 Promemoria Red","Full-Bodied Red Wines"
"La Vida al Camp 2012 Novembre Red","Medium-Bodied Red Wines"
"Leopoldo I di Toscana 2012 D'Echo Red","Full-Bodied Red Wines"
"François Lurton 2012 MJ Janeil White","Light-Bodied White Wines"
"Pago Casa Gran 2014 Elegant Casa Benasal Red","Medium-Bodied Red Wines"
"Earth Wise 2015 Made With Organically Grown Grapes Red","Medium-Bodied Red Wines"
"Aranleón 2016 Blés Tinto Organic Wine Red","Medium-Bodied Red Wines"
"Brian Carter Cellars 2011 Tuttorosso Red","Medium-Bodied Red Wines"
"Brian Carter Cellars 2013 Abracadabra Red","Full-Bodied Red Wines"
"Columbia Crest 2013 Grand Estates Red","Full-Bodied Red Wines"
"Corvo 2014 Irmana Red","Medium-Bodied Red Wines"
"Le Buche 2006 Giuseppe Olivi Tempore Red","Full-Bodied Red Wines"
"Fattoria di Casalbosco 2007 Orchidea Red","Full-Bodied Red Wines"
"Giorgio Meletti Cavallari 2008 Impronte","Full-Bodied Red Wines"
"Viña el Principal 2006 El Principal Red","Full-Bodied Red Wines"
"Podere Forte 2007 Petruccino Red","Full-Bodied Red Wines"
"Clearwater Canyon 2010 Renaissance Red","Full-Bodied Red Wines"
"Ingleside NV Virginia Gold Red","Medium-Bodied Red Wines"
"Generation 7 NV Road to Morocco Red","Medium-Bodied Red Wines"
"Trios 2007 Red","Medium-Bodied Red Wines"
"Sculpterra 2010 Statuesque Estate Red","Full-Bodied Red Wines"
"Planeta 2010 Burdese Red","Full-Bodied Red Wines"
"Carpineto 2009 La Fornace Red","Full-Bodied Red Wines"
"Disruption 2014 Red","Medium-Bodied Red Wines"
"Kuleto Estate 2013 India Ink Red","Full-Bodied Red Wines"
"La Selva 2015 Morellino di Scansano","Medium-Bodied Red Wines"
"Le Macchiole 2014 Paleo Bianco White","Aromatic White Wines"
"Vecchia Cantina di Montepulciano 2011 Rubinoro","Full-Bodied Red Wines"
"La Ciarliana 2012 Vino Nobile di Montepulciano","Full-Bodied Red Wines"
"Le Fonti 2010 Riserva","Full-Bodied Red Wines"
"Les Useres 2012 Route 33 Red","Medium-Bodied Red Wines"
"Mazzei 2009 Ser Lapo Riserva","Full-Bodied Red Wines"
"Podere Ciona 2011 Riserva","Full-Bodied Red Wines"
"Principe Corsini 2011 Don Tommaso Gran Selezione","Full-Bodied Red Wines"
"Romeo 2009 Riserva dei Mandorli","Full-Bodied Red Wines"
"Zuccardi 2012 Tito Red","Medium-Bodied Red Wines"
"Krupp Brothers 2012 The Doctor Red","Full-Bodied Red Wines"
"Langmeil 2012 Three Gardens Red","Medium-Bodied Red Wines"
"Ceuso 2005 Ceuso Red","Full-Bodied Red Wines"
"Italo Cescon 2005 Amaranto 72 Riserva Red","Full-Bodied Red Wines"
"Tenuta delle Terre Nere 2006 Feudo di Mezzo Il Quadro delle Rose","Medium-Bodied Red Wines"
"Alta Alella 2011 Orbus Red","Medium-Bodied Red Wines"
"Lovingston 2010 Estate Reserve Josie's Knoll Red","Full-Bodied Red Wines"
"Dunham 2009 Three Legged Red Red","Full-Bodied Red Wines"
"Giovanni Chiappini 2009 Ferruggini","Full-Bodied Red Wines"
"Guicciardini Strozzi 2009 Ocra","Full-Bodied Red Wines"
"Saggi 2008 Red Wine Red","Medium-Bodied Red Wines"
"Terre del Marchesato 2008 Il Tarabuso Red","Medium-Bodied Red Wines"
"Quilceda Creek 2008 Red Wine Red","Full-Bodied Red Wines"
"Villa Canestrari 2007 1888 Riserva","Full-Bodied Red Wines"
"Cavalchina 2010 Torre d'Orti","Full-Bodied Red Wines"
"Tornatore 2016 Bianco","Full-Bodied White Wines"
"Patricius 2012 Katinka Noble Late Harvest","Dessert & Fortified Wines"
"Valdetan 2001 Tinto Red","Medium-Bodied Red Wines"
"Montes 2010 Outer Limits Beyond Frontiers Apalta Vineyard Red","Full-Bodied Red Wines"
"Morandé 2008 House of Morandé Red","Full-Bodied Red Wines"
"Château Coutinel 2008 Quintessence Red","Full-Bodied Red Wines"
"Loma Larga 2009 Unfiltered Rapsodia Red","Medium-Bodied Red Wines"
"Livon 2009 Braide Alte White","Full-Bodied White Wines"
"Emilio Bulfon 2009 Ucelùt 500ml White","Aromatic White Wines"
"Allegrini 2007 Palazzo della Torre Red","Full-Bodied Red Wines"
"Bodegas Paniza 2010 Gran Reserva Red","Full-Bodied Red Wines"
"Las Valles 2012 Tempranillo-Garnacha-Syrah Red","Medium-Bodied Red Wines"
"Cascade Ridge 2013 Red","Full-Bodied Red Wines"
"Fenestra NV True White Lot 2 White","Full-Bodied White Wines"
"Tramin 2011 Stoan White","Full-Bodied White Wines"
"Viento 2006 Allegre Vineyard Verona White White","Full-Bodied White Wines"
"Las Colinas Del Ebro 2006 Syrah-Garnacha Red","Medium-Bodied Red Wines"
"Lion-Gri 2013 Golden Lion Red","Full-Bodied Red Wines"
"Godelia 2015 Godello-Doña Blanca White","Aromatic White Wines"
"L. Tramier & Fils NV Roncier White","Aromatic White Wines"
"Buena Vista 2008 The Count Founder's Red","Full-Bodied Red Wines"
"Cantine Rallo 2008 Rujari Red","Full-Bodied Red Wines"
"Pondera 2012 Passion Red Stillwater Creek Vineyard Red","Full-Bodied Red Wines"
"Viña Robles 2014 White 4","Medium-Bodied Red Wines"
"Fondo Antico 2009 I Versi White","Full-Bodied White Wines"
"Tractor Shed Red 2009 Red","Medium-Bodied Red Wines"
"Wild Coyote 2009 House of Reds Red","Full-Bodied Red Wines"
"Corvo 2009 Fiore Red","Medium-Bodied Red Wines"
"Corvo 2010 Fiore Red","Medium-Bodied Red Wines"
"Cupcake 2010 Red Velvet Red","Medium-Bodied Red Wines"
"Dogwood 2008 Blendo Red","Full-Bodied Red Wines"
"Santi 2010 Proemio","Full-Bodied Red Wines"
"Sculpterra 2012 Figurine Estate Red","Full-Bodied Red Wines"
"Caliterra 2012 Edicion Limitada A Red","Full-Bodied Red Wines"
"Viña el Principal 2007 Memorias Red","Full-Bodied Red Wines"
"Clos La Chance 2013 Hadley's Cuvee White","Full-Bodied White Wines"
"Waterford 2004 The Jem Red","Full-Bodied Red Wines"
"Radford Dale 2005 Gravity Red","Full-Bodied Red Wines"
"Insurrection 2015 Red","Full-Bodied Red Wines"
"Kontos 2012 Progeny Red","Full-Bodied Red Wines"
"Marqués de Cáceres 2000 Satinela - Medium Sweet White","Dessert & Fortified Wines"
"Wirra Wirra 1999 Church Block Red","Full-Bodied Red Wines"
"René Barbier NV Mediterranean White White","Aromatic White Wines"
"J. Garcia Carrion 1997 Antaño Crianza","Full-Bodied Red Wines"
"Tenuta dell'Ornellaia 1999 Ornellaia","Full-Bodied Red Wines"
"Antinori 1999 Guado Al Tasso","Full-Bodied Red Wines"
"Turnbull 2010 Bonne Vivante Estate Grown Red","Full-Bodied Red Wines"
"Tenuta di Pietra Porzia 2012 Regillo","Full-Bodied Red Wines"
"Guardian 2013 Chalk Line Red","Full-Bodied Red Wines"
"ONX 2015 Field Day White","Full-Bodied White Wines"
"Alta Alella 2012 PS-Xtrem Organic Red","Medium-Bodied Red Wines"
"Casas del Toqui 2009 Leyenda del Toqui Red","Full-Bodied Red Wines"
"Caliterra 2011 Edicion Limitada M Red","Full-Bodied Red Wines"
"Cantina di Soave 2013 Rocca Sveva Castelcerino","Full-Bodied Red Wines"
"Accordini Igino 2009 Valpolicella Classico Superiore Ripasso","Full-Bodied Red Wines"
"Corteforte 2010 Podere Bertarole","Full-Bodied Red Wines"
"Monte del Frà 2011 Tenuta Lena di Mezzo","Full-Bodied Red Wines"
"Nicolis 2010 Seccal","Full-Bodied Red Wines"
"Tedeschi 2011 Capitel San Rocco","Full-Bodied Red Wines"
"Tenuta Sant'Antonio 2010 Selezione Antonio Castagnedi","Full-Bodied Red Wines"
"Zenato 2010 Ripassa","Full-Bodied Red Wines"
"Kriselle 2011 Di'tani Red","Medium-Bodied Red Wines"
"Avide 2007 Barocco","Medium-Bodied Red Wines"
"Grand Pacific 2013 Red","Medium-Bodied Red Wines"
"La Playa 2009 Axel Primero Red","Medium-Bodied Red Wines"
"Marques de Griñon 2007 Emeritus Red","Medium-Bodied Red Wines"
"Dusted Valley 2011 Squirrel Tooth Alice Red Heaven Vineyard Red","Medium-Bodied Red Wines"
"Santa Alicia 2009 Millantu Red","Medium-Bodied Red Wines"
"Zerran 2010 Red","Medium-Bodied Red Wines"
"Ardor 2016 Lawrence Vineyard White","Full-Bodied White Wines"
"Tenuta Poggio Rosso 2015 Fufluna Red","Medium-Bodied Red Wines"
"Tenuta San Guido 2014 Le Difese Red","Medium-Bodied Red Wines"
"Vignaioli del Morellino di Scansano 2015 Vigna Fiorini Vendemmia Tardiva White","Dessert & Fortified Wines"
"Carpineto 2015 Chianti Classico","Medium-Bodied Red Wines"
"Fattoria Fibbiano 2015 Fonte delle Donne White","Light-Bodied White Wines"
"Fattoria Montellori 2013 Moro Red","Medium-Bodied Red Wines"
"HandCraft 2015 Artisan Collection Dark Red","Full-Bodied Red Wines"
"Poggio al Tufo 2015 Rompicollo Red","Full-Bodied Red Wines"
"Bota Box 2014 Nighthawk Black Red","Full-Bodied Red Wines"
"Triacca 2014 Bello Stento","Medium-Bodied Red Wines"
"Volpaia 2014 Citto Red","Full-Bodied Red Wines"
"Odfjell 2012 Capítulo by Odfjell Carignan-Cabernet Sauvignon-Malbec Red","Medium-Bodied Red Wines"
"Poggio Verrano 2010 3 Red","Medium-Bodied Red Wines"
"Rocca di Frassinello 2007 Maremma","Full-Bodied Red Wines"
"Ryan Patrick 2006 Reserve Red","Full-Bodied Red Wines"
"Syncline 2008 Subduction Red Red","Full-Bodied Red Wines"
"Tenuta di Ceppaiano 2004 Violetta Red","Medium-Bodied Red Wines"
"Renieri 2003 Principe di Renieri Red","Medium-Bodied Red Wines"
"Argillae 2013 Orvieto","Aromatic White Wines"
"Campo alla Sughera 2013 Achenio White","Light-Bodied White Wines"
"Castello Montauto 2013 Chianti","Medium-Bodied Red Wines"
"Castello Montauto 2014 Vernaccia di San Gimignano","Aromatic White Wines"
"Rocca delle Macìe 2013 Campomaccione","Medium-Bodied Red Wines"
"Vecchia Cantina di Montepulciano 2011 Vino Nobile di Montepulciano","Full-Bodied Red Wines"
"Tortarossa 2011 Red","Full-Bodied Red Wines"
"Beastly Vines 2013 Cabernet Sauvignon-Shiraz-Merlot Red","Full-Bodied Red Wines"
"Watermill 2012 Chances R Red","Medium-Bodied Red Wines"
"Grattamacco 2007 Bolgheri","Full-Bodied Red Wines"
"Columbia Crest 2007 H3 Les Chevaux Red Wine Red","Medium-Bodied Red Wines"
"Neil Ellis 2008 The Left Bank Red","Full-Bodied Red Wines"
"Marchesi Antinori 2009 Marchese Antinori Riserva","Full-Bodied Red Wines"
"Carpineto 2009 Riserva","Full-Bodied Red Wines"
"Clos Venturi 2015 Red","Medium-Bodied Red Wines"
"Monochrome 2016 Analog In A Digital Age White","Aromatic White Wines"
"Roberto Mascelloni 2013 Arcere Red","Medium-Bodied Red Wines"
"Atrea 2014 Old Soul Red","Medium-Bodied Red Wines"
"Parducci 2013 True Grit Reserve Red","Full-Bodied Red Wines"
"Ross-idi 2014 Nikolaevo Unison Chardonnay-Gewürtztraminer White","Aromatic White Wines"
"Seven Falls 2014 Rapids Red","Medium-Bodied Red Wines"
"The Farm Winery 2013 The Big Game Red","Medium-Bodied Red Wines"
"Uggiano 2010 Petraia Red","Medium-Bodied Red Wines"
"Masies d'Avinyo 2002 Abadal Selecció Red","Medium-Bodied Red Wines"
"Capafons-Ossó 2003 Mas de Masos Red","Full-Bodied Red Wines"
"Venge 2008 Scout's Honor Red","Full-Bodied Red Wines"
"Marchesi de' Frescobaldi 2015 Bianco White","Light-Bodied White Wines"
"Michele Satta 2014 Diambra Red","Medium-Bodied Red Wines"
"Piaggia 2014 Il Sasso","Medium-Bodied Red Wines"
"Pietro Beconcini 2015 Antiche Vie","Full-Bodied Red Wines"
"Poggio alla Sala 2015 Rosso di Montepulciano","Medium-Bodied Red Wines"
"Quercia al Poggio 2012 Chianti Classico","Medium-Bodied Red Wines"
"La Calonica 2012 San Venerio Riserva","Full-Bodied Red Wines"
"Left Bend 2015 Last Straw Red","Medium-Bodied Red Wines"
"Longoria 2014 Blues Cuvée Red","Medium-Bodied Red Wines"
"Lunadoro 2012 Quercione Riserva","Full-Bodied Red Wines"
"Tringali Casanuova 2014 Casa al Piano","Medium-Bodied Red Wines"
"Vecchia Cantina di Montepulciano 2011 Redi Briareo Riserva","Full-Bodied Red Wines"
"Villa S. Anna 2013 Rosso di Montepulciano","Medium-Bodied Red Wines"
"Scaranto 2015 Chianti Colli Senesi","Medium-Bodied Red Wines"
"Vecchia Cantina di Montepulciano 2011 Riserva","Full-Bodied Red Wines"
"Vecchia Cantina di Montepulciano 2013 Vino Nobile di Montepulciano","Full-Bodied Red Wines"
"Poggio Salvi 2014 Chianti Colli Senesi","Medium-Bodied Red Wines"
"Burchino 2014 L'Antico","Medium-Bodied Red Wines"
"EOS 2014 Reserve White","Full-Bodied White Wines"
"Giulio Straccali 2015 Chianti","Medium-Bodied Red Wines"
"Ravenswood 2013 Besieged Old Vine California Heritage Varietals Red","Medium-Bodied Red Wines"
"Force of Nature 2012 The Possessor Red","Full-Bodied Red Wines"
"Matchbook 2014 The Arsonist Red","Medium-Bodied Red Wines"
"Grassini 2014 Articondo Red","Medium-Bodied Red Wines"
"Tenuta di Angoris 2014 Giulio Locatelli Riserva White","Light-Bodied White Wines"
"Poliziano 2011 Rosso di Montepulciano","Medium-Bodied Red Wines"
"Principe Corsini Fattoria Le Corti 2010 Chianti Classico","Medium-Bodied Red Wines"
"Tenuta di Lilliano 2011 Chianti Classico","Medium-Bodied Red Wines"
"Villa Calcinaia 2010 Piegaia","Medium-Bodied Red Wines"
"Castello Il Palagio 2010 Chianti Classico","Medium-Bodied Red Wines"
"Domaine Rotier 2014 Renaissance White","Aromatic White Wines"
"Dopff & Irion 2012 Crustacés White","Aromatic White Wines"
"Our Daily Red 2012 Red","Medium-Bodied Red Wines"
"Settesoli 2011 Seligo Red","Medium-Bodied Red Wines"
"Settesoli 2011 Seligo White","Light-Bodied White Wines"
"Viticultori Associati Canicatti 2010 Calìo Red","Medium-Bodied Red Wines"
"Venta del Puerto 2013 No. 12 Selección Especial Red","Medium-Bodied Red Wines"
"Galante 2014 Bulls Eye Red","Medium-Bodied Red Wines"
"Hacienda del Carche 2015 Infiltrado Red","Medium-Bodied Red Wines"
"Hacienda del Carche 2015 Taus Selección Red","Medium-Bodied Red Wines"
"Domaines Ott 2008 Clos Mireille Blanc de Blancs White","Champagne & Sparkling Wines"
"Domaines Ott 2007 Clos Mireille Blanc de Blancs White","Champagne & Sparkling Wines"
"Ferrer Bobet 2013 Vinyes Velles Red","Full-Bodied Red Wines"
"Naggiar 2012 Il Nonno Estate Reserve Red","Full-Bodied Red Wines"
"LXV 2014 Rising Tempo Red","Medium-Bodied Red Wines"
"Château Clément Termes 2015 Red","Medium-Bodied Red Wines"
"Chono 2014 Entre Cordilleras Dalca Series Red","Full-Bodied Red Wines"
"Domaine Petroni 2015 Red","Medium-Bodied Red Wines"
"Dunham 2015 Three Legged Red","Full-Bodied Red Wines"
"Gorgo 2016 Bardolino","Light-Bodied Red Wines"
"Indian Creek 2014 Dry White Mountain Syringa White","Aromatic White Wines"
"Pasqua 2015 Valpolicella Superiore Ripasso","Full-Bodied Red Wines"
"Pendulum 2014 Red","Medium-Bodied Red Wines"
"Poggio Mandorlo 2011 La Querce","Full-Bodied Red Wines"
"La Castellina 2011 Squarcialupi Riserva","Full-Bodied Red Wines"
"Argiano 2014 Solengo Red","Full-Bodied Red Wines"
"Buena Vista 2014 The Sheriff Red","Medium-Bodied Red Wines"
"Triacca 2012 La Palaia","Full-Bodied Red Wines"
"Campo alla Sughera 2013 Arnione","Full-Bodied Red Wines"
"Castello di Poppiano 2013 Tricorno Red","Medium-Bodied Red Wines"
"René Barbier NV Mediterranean White White","Light-Bodied White Wines"
"Vallformosa 2006 Claudia White","Full-Bodied White Wines"
"Viña Santa Marina 2005 Alicena White","Aromatic White Wines"
"Oveja Negra 2009 The Lost Barrel Red","Full-Bodied Red Wines"
"Den Hoed 2008 Marie's View Wallula Vineyards Red","Full-Bodied Red Wines"
"Umani Ronchi 2009 Pelago Red","Medium-Bodied Red Wines"
"Zerba Cellars 2007 Wild Z Red","Medium-Bodied Red Wines"
"Sierra Cantabria 2008 Organza White","Aromatic White Wines"
"Gebeshuber 2013 Große Reserve Red","Full-Bodied Red Wines"
"Montes 2012 Alpha M Red","Full-Bodied Red Wines"
"Neumeister 2013 Saziani Trockenbeerenauslese White","Dessert & Fortified Wines"
"Bodegas San Martín 2008 Ilagares Tinto Red","Medium-Bodied Red Wines"
"Finca Constancia 2007 Red","Medium-Bodied Red Wines"
"Cristobal 1492 2009 1492 White White","Medium-Bodied Red Wines"
"Avignonesi 1997 375ml","Dessert & Fortified Wines"
"Duca di Salaparuta 2005 Duca Enrico Red","Full-Bodied Red Wines"
"Feudo Disisa 2008 Tornamira Red","Medium-Bodied Red Wines"
"Valle dell'Acate 2006 Tané Red","Medium-Bodied Red Wines"
"Reid Family Vineyards 2009 Bay's Blend Red","Medium-Bodied Red Wines"
"Tasca d'Almerita 2007 Rosso del Conte Red","Full-Bodied Red Wines"
"Kracher 2013 Grande Cuvée Trockenbeerenauslese Nummer 6 Nouvelle Vague White","Dessert & Fortified Wines"
"Oso Libre NV Primoroso Red","Medium-Bodied Red Wines"
"Dinastía Vivanco 2012 Vivanco Viura-Malvasia-Tempranillo Blanco White","Aromatic White Wines"
"Trappolini 2010 Cenereto Red","Full-Bodied Red Wines"
"Castello di Montegiove 2010 Gatto Gatto","Full-Bodied White Wines"
"Turasan 2013 Red","Medium-Bodied Red Wines"
"Dalliance 2010 Red","Medium-Bodied Red Wines"
"Domaine du Touch 2015 White","Light-Bodied White Wines"
"North by Northwest 2014 Red","Medium-Bodied Red Wines"
"Santi 2011 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Ancient Roots 2014 Dark Red","Full-Bodied Red Wines"
"Il Palagio 2015 When We Dance","Medium-Bodied Red Wines"
"Artimino 2012 Riserva","Full-Bodied Red Wines"
"Banfi 2014 Aska","Medium-Bodied Red Wines"
"Portal del Priorat 2013 Negre De Negres Red","Full-Bodied Red Wines"
"La Poderina 2010 Poggio Abate Riserva","Full-Bodied Red Wines"
"Piaggia 2013 Riserva","Full-Bodied Red Wines"
"PoderNuovo a Palazzone 2012 Sotirio Red","Full-Bodied Red Wines"
"Ouled Thaleb 2011 Aït Souala Red","Medium-Bodied Red Wines"
"Ouled Thaleb 2012 Red","Medium-Bodied Red Wines"
"Brian Carter Cellars 2012 Opulento Red","Full-Bodied Red Wines"
"Castello di Corbara 2013 Podere Il Caio","Medium-Bodied Red Wines"
"Ca' Momi 2011 Rosso di Napa Red","Full-Bodied Red Wines"
"Monasterio de las Viñas 2010 Gran Reserva Red","Full-Bodied Red Wines"
"Viña San Vicente 2011 Viento Terral Red","Full-Bodied Red Wines"
"Cirque du Vin 2012 Red","Medium-Bodied Red Wines"
"Wagner 2013 Fathom 107 White","Full-Bodied White Wines"
"Chono 2012 Entre Cordilleras Dalca Series Red","Full-Bodied Red Wines"
"Thörle 2013 Grains Noble White","Dessert & Fortified Wines"
"Telmo Rodríguez 2010 Altos Lanzaga Gran Viñedo","Full-Bodied Red Wines"
"Rôtie Cellars 2008 Southern Blend Red Red","Full-Bodied Red Wines"
"Bell 2007 Talianna Red","Medium-Bodied Red Wines"
"Joan D'Anguera 2012 Finca L'Argatà Red","Medium-Bodied Red Wines"
"Klinker Brick 2012 1850 Red","Medium-Bodied Red Wines"
"Argiano 2012 Solengo Red","Full-Bodied Red Wines"
"Caiarossa 2011 Aria di Caiarossa Red","Full-Bodied Red Wines"
"H. & M. Hofer 2009 Gaissberg Red","Full-Bodied Red Wines"
"K Vintners 2008 The Creator Red","Full-Bodied Red Wines"
"Benegas 2007 Don Tiburcio Red","Full-Bodied Red Wines"
"Bodegas Silvano Garcia 2008 Viña Honda Red","Full-Bodied Red Wines"
"Arrowhead Spring NV Apogee Red Table Wine Red","Medium-Bodied Red Wines"
"Ochoa 2006 Garnacha & Tempranillo Red","Full-Bodied Red Wines"
"Tenuta Rapitalà 2007 Piano Maltese White","Aromatic White Wines"
"Gattavecchi 2014 Rosso di Montepulciano","Medium-Bodied Red Wines"
"Old Soul 2014 Pure Red","Medium-Bodied Red Wines"
"Kuleto Estate 2012 Native Son Red","Full-Bodied Red Wines"
"Ambasciata del Buon Vino 2010 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Tenuta di Ghizzano 2006 Il Ghizzano Red","Medium-Bodied Red Wines"
"Valle dell'Acate 2005 Cerasuolo di Vittoria","Medium-Bodied Red Wines"
"Abbazia Santa Anastasia 2005 Passomaggio Red","Full-Bodied Red Wines"
"14 Hands 2011 The Reserve Red","Medium-Bodied Red Wines"
"Bonterra NV Red","Medium-Bodied Red Wines"
